Movie_ID,Title,Genre,Release_Year,Rating,Duration,Director,Country,Language,Budget,Revenue,Platform,Age_Rating,Added_Date,Status
217, Avatar ,Action,2023,5.3,175 min,Director 19,India,,$203M,"208,296",Disney+ Hotstar,A,20-02-2022,Upcoming
218,Bahubali,Animation,2019,5.7,130 min,Director 18,Japan,,$211M,"111,566",Disney+ Hotstar,U/A,04-01-2020,Upcoming
219,Titanic,Horror,2019,8.1,145 min,Director 5,UK,Hindi,$149M,"285,687",Disney+ Hotstar,U,28-09-2023,Released
220,Pushpa,Sci-Fi,2023,9.6,125 min,Director 5,Canada,English,$55M,"425,497",Amazon Prime,A,20-11-2022,Released
221,Dangal,Drama,2018,8.8,171 min,Director 24, usa ,english,$88M,"439,898",Amazon Prime,PG-13,15-06-2022,Upcoming
222,Jawan,Romance,2024,9.3,105 min,Director 9,USA,,,,Disney+ Hotstar,U,27-10-2024,Upcoming
223,Frozen,Acton,2022,8.7,126 min,Director 13,Canada,Spanish,$168M,"613,522",Netflix,PG-13,12-09-2020,Released
224, Interstellar ,Drama,2019,7.7,98 min,Director 24,,english,,"337,064",Amazon Prime,A,08-01-2025,Released
225,Dangal,Action,2018,6.6,170 min,Director 17,Japan,,$298M,"485,669",Amazon Prime,A,19-11-2020,Upcoming
226,Bahubali,Thriller,2020,6.7,141 min,Director 20,India,Spanish,$245M,"178,526",Disney+ Hotstar,A,07-03-2021,Released
227,Dangal,Romnce,2019,6.6,94 min,Director 16,,HINDI,$102M,"520,022",Netflix,U,05-10-2024,Released
228, 3 Idiots ,Scifi,2019,,113 min,Director 6, usa ,Spanish,$29M,"845,677",Amazon Prime,U,07-08-2024,Upcoming
229,Joker,Scifi,2019,8.9,103 min,Director 20,Japan,Hindi,$195M,"710,604",Netflix,U/A,13-07-2021,Released
230,Avatar,Acton,2023,5.7,92 min,Director 6,,Spanish,$292M,"220,095",Amazon Prime,U/A,20-09-2020,Upcoming
231, Coco ,Acton,2021,8.9,178 min,Director 13,india,Spanish,$70M,"360,488",Netflix,U,10-10-2024,Upcoming
232,RRR,Action,2022,7.5,128 min,Director 21,Canada,,$229M,"258,436",Disney+ Hotstar,A,09-09-2023,Upcoming
233,RRR,Sci-Fi,2021,7.7,102 min,Director 12,,english,$196M,"507,753",Netflix,U,24-04-2023,Released
234,Jawan,Horror,2024,8.3,170 min,Director 2,UK,HINDI,$22M,"943,148",Amazon Prime,PG-13,03-02-2022,Released
235, Dangal ,Thriller,2021,7.5,171 min,Director 20,India,Hindi,$244M,,Disney+ Hotstar,A,07-01-2024,Released
236,Interstellar,Romnce,2018,5.4,115 min,Director 25, usa ,english,$227M,"630,015",Disney+ Hotstar,U,03-09-2022,Upcoming
237,Dangal,Scifi,2019,6.9,80 min,Director 9,UK,HINDI,$57M,"448,969",Netflix,A,18-10-2022,Upcoming
238,Bahubali,Horror,2024,7.2,155 min,Director 1,,English,$215M,"325,693",Disney+ Hotstar,U/A,26-06-2023,Upcoming
239,Avatar,Romance,2018,8.6,123 min,Director 3,UK,HINDI,$131M,"375,187",Disney+ Hotstar,U/A,16-12-2021,Released
240,The Batman,Sci-Fi,2024,8.0,99 min,Director 25,USA,English,$272M,"882,877",Disney+ Hotstar,U,28-08-2022,Upcoming
241,Joker,Scifi,2024,5.9,177 min,Director 17,Japan,HINDI,$85M,,Amazon Prime,PG-13,18-01-2024,Upcoming
242,Bahubali,Animation,2018,7.2,168 min,Director 1,India,,$71M,"727,882",Amazon Prime,U/A,18-05-2021,Upcoming
243,Joker,Drama,2021,7.0,176 min,Director 12,india,HINDI,$112M,"689,702",Netflix,U,24-05-2021,Upcoming
244,Bahubali,Drama,2021,5.8,143 min,Director 5,india,HINDI,$44M,"807,167",Netflix,U/A,27-05-2023,Released
245,Moana,Horror,2022,8.9,124 min,Director 1, usa ,English,$121M,"765,664",Disney+ Hotstar,U/A,25-05-2022,Upcoming
246,Joker,Comedy,2021,7.2,98 min,Director 6,india,HINDI,$227M,"173,081",Netflix,A,08-06-2022,Upcoming
247,RRR,Animation,2024,6.7,155 min,Director 17,,HINDI,$31M,"340,677",Amazon Prime,U,07-03-2023,Released
248,,Animation,2022,,178 min,Director 13,USA,English,$99M,"499,316",Netflix,U/A,24-05-2023,Released
249, 3 Idiots ,Action,2023,9.4,140 min,Director 15,Japan,Spanish,$296M,"711,467",Disney+ Hotstar,PG-13,17-11-2025,Upcoming
250,Dangal,Comedy,2021,7.0,99 min,Director 10,India,English,$89M,"580,547",Netflix,PG-13,25-08-2022,Released
251,Coco,Action,2022,7.0,151 min,Director 14, usa ,Hindi,$219M,"325,269",Netflix,PG-13,21-04-2024,Upcoming
252,Pushpa,Romance,2021,5.3,97 min,Director 10,USA,,$251M,"737,503",Netflix,A,01-03-2020,Released
253,Interstellar,Drama,2023,5.0,91 min,Director 5,India,HINDI,$235M,"918,510",Amazon Prime,PG-13,23-01-2022,Released
254,,Thriller,2018,5.9,112 min,Director 13,India,English,$147M,"553,253",Disney+ Hotstar,U,07-08-2025,Released
255,Frozen,Romance,2020,8.5,175 min,Director 18,USA,english,$172M,"153,884",Disney+ Hotstar,U/A,04-04-2025,Upcoming
256,,Romance,2022,8.8,81 min,Director 2,,,$210M,"354,161",Amazon Prime,U,22-10-2022,Released
257, Inception ,Acton,2024,7.3,120 min,Director 18,india,HINDI,$30M,"466,741",Netflix,A,02-08-2025,Upcoming
258,Pushpa,Scifi,2019,6.6,139 min,Director 9,UK,English,$250M,"369,554",Amazon Prime,PG-13,01-11-2024,Upcoming
259,Interstellar,Horror,2024,6.5,88 min,Director 22, usa ,Hindi,$274M,"257,627",Amazon Prime,A,14-11-2022,Released
260, Jawan ,Drama,2019,6.0,142 min,Director 7,USA,English,$218M,"638,638",Disney+ Hotstar,A,02-06-2021,Released
261,Avatar,Animation,2024,,161 min,Director 2,india,Spanish,$232M,"913,725",Netflix,A,17-01-2025,Released
262,,Sci-Fi,2022,8.5,148 min,Director 13,Canada,Hindi,$147M,"283,571",Disney+ Hotstar,PG-13,24-02-2025,Upcoming
263,Moana,Comedy,2019,7.6,144 min,Director 11,UK,Spanish,$246M,"422,563",Amazon Prime,A,14-11-2023,Upcoming
264,The Batman,Acton,2023,9.6,137 min,Director 13,India,,,"116,530",Netflix,A,01-05-2021,Released
265,,Romance,2022,7.7,153 min,Director 5,USA,English,$99M,"475,910",Disney+ Hotstar,U/A,08-05-2022,Released
266,Bahubali,Comedy,2023,7.3,142 min,Director 23,USA,Spanish,$39M,"690,390",Netflix,U,25-06-2022,Upcoming
267, Coco ,Sci-Fi,2023,7.9,81 min,Director 21, usa ,English,$41M,"678,153",Amazon Prime,U/A,05-01-2025,Upcoming
268,Moana,Comedy,2019,8.8,98 min,Director 5,india,English,$45M,"368,087",Amazon Prime,PG-13,25-12-2021,Released
269,Joker,Romnce,2022,8.0,174 min,Director 17,Canada,Hindi,,"431,701",Disney+ Hotstar,U,04-11-2023,Upcoming
270,Dangal,Scifi,2023,,119 min,Director 6,india,Spanish,$246M,"551,045",Netflix,U/A,22-06-2021,Released
271,Jawan,Scifi,2019,8.9,81 min,Director 11,USA,english,$31M,"857,550",Netflix,U/A,18-09-2022,Upcoming
272,3 Idiots,Thriller,2022,7.5,112 min,Director 6,India,english,$158M,,Disney+ Hotstar,U,03-07-2025,Upcoming
273, Dangal ,Romnce,2021,6.8,170 min,Director 4,india,HINDI,$292M,"303,512",Amazon Prime,U,02-04-2024,Upcoming
274,KGF,Action,2020,6.7,118 min,Director 8,Japan,English,$218M,"934,030",Disney+ Hotstar,A,08-03-2022,Upcoming
275,3 Idiots,Romnce,2022,8.3,133 min,Director 8,UK,HINDI,$188M,"234,211",Disney+ Hotstar,U/A,19-09-2025,Released
276,3 Idiots,Acton,2019,9.4,178 min,Director 5,UK,english,,"836,121",Netflix,A,27-03-2025,Released
277,KGF,Thriller,2020,9.5,161 min,Director 24,Japan,Hindi,$74M,"126,780",Disney+ Hotstar,A,20-10-2024,Released
278, The Batman ,Comedy,2023,5.6,157 min,Director 16,india,Hindi,$271M,"267,197",Netflix,U,14-01-2022,Upcoming
279,The Batman,Sci-Fi,2018,9.6,136 min,Director 20,,,$254M,"537,414",Netflix,PG-13,24-06-2023,Released
280,Jawan,Action,2019,6.9,174 min,Director 2, usa ,Spanish,$45M,"550,407",Amazon Prime,A,15-03-2023,Upcoming
281,Inception,Animation,2024,5.4,144 min,Director 4,UK,Spanish,$299M,"523,331",Amazon Prime,U,06-08-2024,Released
282,Moana,Romnce,2023,8.4,95 min,Director 3,USA,,$205M,"824,393",Disney+ Hotstar,U/A,13-09-2023,Released
283,Interstellar,Romnce,2024,9.2,102 min,Director 25,India,HINDI,$248M,"285,120",Netflix,U/A,01-10-2022,Released
284,Moana,Action,2022,6.1,155 min,Director 22,,HINDI,$60M,"106,250",Disney+ Hotstar,A,20-11-2024,Released
285, Inception ,Horror,2018,5.2,153 min,Director 20,Japan,english,$45M,"282,165",Disney+ Hotstar,A,20-11-2025,Released
286,Moana,Action,2018,6.5,128 min,Director 3, usa ,Spanish,,"224,711",Amazon Prime,A,17-07-2024,Released
287, Frozen ,Romnce,2022,7.3,168 min,Director 20,Japan,HINDI,$182M,"688,638",Amazon Prime,U/A,20-10-2023,Upcoming
288,Joker,Sci-Fi,2023,5.9,95 min,Director 1,,,$126M,"524,423",Netflix,A,12-09-2025,Released
289,Avatar,Romance,2024,,118 min,Director 17,india,English,$190M,"841,582",Disney+ Hotstar,U,27-03-2021,Upcoming
290,KGF,Animation,2024,,97 min,Director 16,UK,,$294M,"573,802",Amazon Prime,U,27-09-2022,Upcoming
291,Avatar,Horror,2018,6.3,83 min,Director 11, usa ,,$104M,"498,191",Disney+ Hotstar,U,28-05-2025,Upcoming
292, Inception ,Sci-Fi,2020,9.6,107 min,Director 17,Japan,Hindi,$39M,"194,454",Disney+ Hotstar,U,26-08-2024,Released
293,Frozen,Acton,2020,5.7,92 min,Director 17,UK,Hindi,$255M,"985,534",Netflix,U,10-01-2025,Released
294, KGF ,Acton,2024,6.5,153 min,Director 25,Japan,,$184M,"393,283",Disney+ Hotstar,A,25-08-2025,Released
295,RRR,Action,2022,5.5,149 min,Director 12,india,english,$165M,"275,072",Amazon Prime,A,18-08-2020,Released
296,Avatar,Comedy,2021,,134 min,Director 13,UK,,$248M,"419,340",Netflix,U,25-08-2024,Released
297,Titanic,Animation,2018,8.3,170 min,Director 25,,HINDI,$134M,"731,264",Amazon Prime,PG-13,06-12-2025,Upcoming
298, KGF ,Animation,2018,7.2,101 min,Director 10,india,Spanish,$280M,"937,731",Netflix,A,18-11-2020,Upcoming
299,Moana,Scifi,2019,9.7,129 min,Director 3,india,Hindi,$240M,"545,580",Amazon Prime,U/A,06-11-2025,Released
300,Joker,Horror,2022,7.1,119 min,Director 13,USA,Spanish,$214M,"760,676",Netflix,U,07-03-2024,Released
1,,Romance,2019,8.5,166 min,Director 24,USA,Spanish,$35M,"338,517",Disney+ Hotstar,U,18-04-2025,Upcoming
2,The Batman,Action,2024,8.4,123 min,Director 9,UK,Hindi,$192M,"489,099",Amazon Prime,A,20-05-2020,Upcoming
3,Jawan,Acton,2020,8.0,126 min,Director 19,Canada,,,"891,296",Netflix,U/A,28-02-2023,Upcoming
4,Moana,Horror,2020,6.3,167 min,Director 21,USA,Spanish,$293M,"267,473",Amazon Prime,A,21-12-2024,Released
5,KGF,Sci-Fi,2024,,120 min,Director 13,Japan,English,$181M,"611,405",Disney+ Hotstar,PG-13,05-05-2021,Released
