Movie_ID,Title,Genre,Release_Year,Rating,Duration,Director,Country,Language,Budget,Revenue,Platform,Age_Rating,Added_Date,Status
233,Rrr,Sci-Fi,2021,7.7,102,Director 12,INDIA,english,196.0,507753.0,Netflix,U,2023-04-24,Released
234,Jawan,Horror,2024,8.3,170,Director 2,UK,hindi,22.0,943148.0,Amazon Prime,PG-13,2022-02-03,Released
235,Dangal,Thriller,2021,7.5,171,Director 20,INDIA,hindi,244.0,,Disney+ Hotstar,A,2024-01-07,Released
236,Interstellar,Romance,2018,5.4,115,Director 25,USA,english,227.0,630015.0,Disney+ Hotstar,U,2022-09-03,Upcoming
237,Dangal,Sci-Fi,2019,6.9,80,Director 9,UK,hindi,57.0,448969.0,Netflix,A,2022-10-18,Upcoming
238,Bahubali,Horror,2024,7.2,155,Director 1,INDIA,english,215.0,325693.0,Disney+ Hotstar,U/A,2023-06-26,Upcoming
239,Avatar,Romance,2018,8.6,123,Director 3,UK,hindi,131.0,375187.0,Disney+ Hotstar,U/A,2021-12-16,Released
240,The Batman,Sci-Fi,2024,8.0,99,Director 25,USA,english,272.0,882877.0,Disney+ Hotstar,U,2022-08-28,Upcoming
241,Joker,Sci-Fi,2024,5.9,177,Director 17,JAPAN,hindi,85.0,,Amazon Prime,PG-13,2024-01-18,Upcoming
242,Bahubali,Animation,2018,7.2,168,Director 1,INDIA,,71.0,727882.0,Amazon Prime,U/A,2021-05-18,Upcoming
243,Joker,Drama,2021,7.0,176,Director 12,INDIA,hindi,112.0,689702.0,Netflix,U,2021-05-24,Upcoming
244,Bahubali,Drama,2021,5.8,143,Director 5,INDIA,hindi,44.0,807167.0,Netflix,U/A,2023-05-27,Released
245,Moana,Horror,2022,8.9,124,Director 1,USA,english,121.0,765664.0,Disney+ Hotstar,U/A,2022-05-25,Upcoming
246,Joker,Comedy,2021,7.2,98,Director 6,INDIA,hindi,227.0,173081.0,Netflix,A,2022-06-08,Upcoming
247,Rrr,Animation,2024,6.7,155,Director 17,INDIA,hindi,31.0,340677.0,Amazon Prime,U,2023-03-07,Released
249,3 Idiots,Action,2023,9.4,140,Director 15,JAPAN,spanish,296.0,711467.0,Disney+ Hotstar,PG-13,2025-11-17,Upcoming
250,Dangal,Comedy,2021,7.0,99,Director 10,INDIA,english,89.0,580547.0,Netflix,PG-13,2022-08-25,Released
251,Coco,Action,2022,7.0,151,Director 14,USA,hindi,219.0,325269.0,Netflix,PG-13,2024-04-21,Upcoming
252,Pushpa,Romance,2021,5.3,97,Director 10,USA,,251.0,737503.0,Netflix,A,2020-03-01,Released
253,Interstellar,Drama,2023,5.0,91,Director 5,INDIA,hindi,235.0,918510.0,Amazon Prime,PG-13,2022-01-23,Released
255,Frozen,Romance,2020,8.5,175,Director 18,USA,english,172.0,153884.0,Disney+ Hotstar,U/A,2025-04-04,Upcoming
257,Inception,Action,2024,7.3,120,Director 18,INDIA,hindi,30.0,466741.0,Netflix,A,2025-08-02,Upcoming
258,Pushpa,Sci-Fi,2019,6.6,139,Director 9,UK,english,250.0,369554.0,Amazon Prime,PG-13,2024-11-01,Upcoming
259,Interstellar,Horror,2024,6.5,88,Director 22,USA,hindi,274.0,257627.0,Amazon Prime,A,2022-11-14,Released
260,Jawan,Drama,2019,6.0,142,Director 7,USA,english,218.0,638638.0,Disney+ Hotstar,A,2021-06-02,Released
261,Avatar,Animation,2024,7.440392156862746,161,Director 2,INDIA,spanish,232.0,913725.0,Netflix,A,2025-01-17,Released
263,Moana,Comedy,2019,7.6,144,Director 11,UK,spanish,246.0,422563.0,Amazon Prime,A,2023-11-14,Upcoming
264,The Batman,Action,2023,9.6,137,Director 13,INDIA,,171.0,116530.0,Netflix,A,2021-05-01,Released
266,Bahubali,Comedy,2023,7.3,142,Director 23,USA,spanish,39.0,690390.0,Netflix,U,2022-06-25,Upcoming
267,Coco,Sci-Fi,2023,7.9,81,Director 21,USA,english,41.0,678153.0,Amazon Prime,U/A,2025-01-05,Upcoming
268,Moana,Comedy,2019,8.8,98,Director 5,INDIA,english,45.0,368087.0,Amazon Prime,PG-13,2021-12-25,Released
269,Joker,Romance,2022,8.0,174,Director 17,CANADA,hindi,171.0,431701.0,Disney+ Hotstar,U,2023-11-04,Upcoming
270,Dangal,Sci-Fi,2023,7.440392156862746,119,Director 6,INDIA,spanish,246.0,551045.0,Netflix,U/A,2021-06-22,Released
271,Jawan,Sci-Fi,2019,8.9,81,Director 11,USA,english,31.0,857550.0,Netflix,U/A,2022-09-18,Upcoming
272,3 Idiots,Thriller,2022,7.5,112,Director 6,INDIA,english,158.0,,Disney+ Hotstar,U,2025-07-03,Upcoming
273,Dangal,Romance,2021,6.8,170,Director 4,INDIA,hindi,292.0,303512.0,Amazon Prime,U,2024-04-02,Upcoming
274,Kgf,Action,2020,6.7,118,Director 8,JAPAN,english,218.0,934030.0,Disney+ Hotstar,A,2022-03-08,Upcoming
275,3 Idiots,Romance,2022,8.3,133,Director 8,UK,hindi,188.0,234211.0,Disney+ Hotstar,U/A,2025-09-19,Released
276,3 Idiots,Action,2019,9.4,178,Director 5,UK,english,171.0,836121.0,Netflix,A,2025-03-27,Released
277,Kgf,Thriller,2020,9.5,161,Director 24,JAPAN,hindi,74.0,126780.0,Disney+ Hotstar,A,2024-10-20,Released
278,The Batman,Comedy,2023,5.6,157,Director 16,INDIA,hindi,271.0,267197.0,Netflix,U,2022-01-14,Upcoming
279,The Batman,Sci-Fi,2018,9.6,136,Director 20,INDIA,,254.0,537414.0,Netflix,PG-13,2023-06-24,Released
280,Jawan,Action,2019,6.9,174,Director 2,USA,spanish,45.0,550407.0,Amazon Prime,A,2023-03-15,Upcoming
281,Inception,Animation,2024,5.4,144,Director 4,UK,spanish,299.0,523331.0,Amazon Prime,U,2024-08-06,Released
282,Moana,Romance,2023,8.4,95,Director 3,USA,,205.0,824393.0,Disney+ Hotstar,U/A,2023-09-13,Released
283,Interstellar,Romance,2024,9.2,102,Director 25,INDIA,hindi,248.0,285120.0,Netflix,U/A,2022-10-01,Released
284,Moana,Action,2022,6.1,155,Director 22,INDIA,hindi,60.0,106250.0,Disney+ Hotstar,A,2024-11-20,Released
285,Inception,Horror,2018,5.2,153,Director 20,JAPAN,english,45.0,282165.0,Disney+ Hotstar,A,2025-11-20,Released
286,Moana,Action,2018,6.5,128,Director 3,USA,spanish,171.0,224711.0,Amazon Prime,A,2024-07-17,Released
287,Frozen,Romance,2022,7.3,168,Director 20,JAPAN,hindi,182.0,688638.0,Amazon Prime,U/A,2023-10-20,Upcoming
288,Joker,Sci-Fi,2023,5.9,95,Director 1,INDIA,,126.0,524423.0,Netflix,A,2025-09-12,Released
289,Avatar,Romance,2024,7.440392156862746,118,Director 17,INDIA,english,190.0,841582.0,Disney+ Hotstar,U,2021-03-27,Upcoming
290,Kgf,Animation,2024,7.440392156862746,97,Director 16,UK,,294.0,573802.0,Amazon Prime,U,2022-09-27,Upcoming
291,Avatar,Horror,2018,6.3,83,Director 11,USA,,104.0,498191.0,Disney+ Hotstar,U,2025-05-28,Upcoming
292,Inception,Sci-Fi,2020,9.6,107,Director 17,JAPAN,hindi,39.0,194454.0,Disney+ Hotstar,U,2024-08-26,Released
293,Frozen,Action,2020,5.7,92,Director 17,UK,hindi,255.0,985534.0,Netflix,U,2025-01-10,Released
294,Kgf,Action,2024,6.5,153,Director 25,JAPAN,,184.0,393283.0,Disney+ Hotstar,A,2025-08-25,Released
295,Rrr,Action,2022,5.5,149,Director 12,INDIA,english,165.0,275072.0,Amazon Prime,A,2020-08-18,Released
296,Avatar,Comedy,2021,7.440392156862746,134,Director 13,UK,,248.0,419340.0,Netflix,U,2024-08-25,Released
297,Titanic,Animation,2018,8.3,170,Director 25,INDIA,hindi,134.0,731264.0,Amazon Prime,PG-13,2025-12-06,Upcoming
298,Kgf,Animation,2018,7.2,101,Director 10,INDIA,spanish,280.0,937731.0,Netflix,A,2020-11-18,Upcoming
299,Moana,Sci-Fi,2019,9.7,129,Director 3,INDIA,hindi,240.0,545580.0,Amazon Prime,U/A,2025-11-06,Released
300,Joker,Horror,2022,7.1,119,Director 13,USA,spanish,214.0,760676.0,Netflix,U,2024-03-07,Released
